case_id,variant,granularity,container,frontend,tokenizer,token_count,char_count,compiled
case1_multi_constraint,full|compact,full,compact,natural,gemini,62,156,"{""i"":""!CANCEL"",""e"":[{""d"":""act"",""v"":""flight"",""x"":""!CANCEL""},{""d"":""notify"",""v"":""zhangsan"",""x"":""!EMAIL""}],""k"":[{""t"":""loc"",""v"":""Beijing"",""m"":""t+1am"",""s"":""me""}]}"
case2_negation,coarse|nested,coarse,nested,code,gpt-4o,4,11,start(hike)
case2_negation,coarse|nested,coarse,nested,code,gpt-3.5,4,11,start(hike)
case2_negation,coarse|nested,coarse,nested,code,llama-2,5,11,start(hike)
case2_negation,coarse|nested,coarse,nested,code,qwen2.5,4,11,start(hike)
case2_negation,coarse|nested,coarse,nested,code,claude,5,11,start(hike)
case2_negation,coarse|nested,coarse,nested,code,gemini,4,11,start(hike)
case2_negation,coarse|nested,coarse,nested,json,gpt-4o,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,json,gpt-3.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,json,llama-2,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,json,qwen2.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,json,claude,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,json,gemini,10,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|nested,coarse,nested,natural,gpt-4o,3,11,start hike.
case2_negation,coarse|nested,coarse,nested,natural,gpt-3.5,3,11,start hike.
case2_negation,coarse|nested,coarse,nested,natural,llama-2,4,11,start hike.
case2_negation,coarse|nested,coarse,nested,natural,qwen2.5,3,11,start hike.
case2_negation,coarse|nested,coarse,nested,natural,claude,3,11,start hike.
case2_negation,coarse|nested,coarse,nested,natural,gemini,3,11,start hike.
case2_negation,coarse|flat,coarse,flat,code,gpt-4o,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,code,gpt-3.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,code,llama-2,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,code,qwen2.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,code,claude,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,code,gemini,10,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,gpt-4o,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,gpt-3.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,llama-2,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,qwen2.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,claude,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,json,gemini,10,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,gpt-4o,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,gpt-3.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,llama-2,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,qwen2.5,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,claude,11,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|flat,coarse,flat,natural,gemini,10,32,"{""intent"":""!START"",""act"":""hike""}"
case2_negation,coarse|compact,coarse,compact,code,gpt-4o,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,code,gpt-3.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,code,llama-2,26,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,code,qwen2.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,code,claude,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,code,gemini,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,gpt-4o,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,gpt-3.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,llama-2,26,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,qwen2.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,claude,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,json,gemini,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,gpt-4o,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,gpt-3.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,llama-2,26,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,qwen2.5,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,claude,23,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,coarse|compact,coarse,compact,natural,gemini,24,56,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}]}"
case2_negation,medium|nested,medium,nested,code,gpt-4o,11,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,code,gpt-3.5,11,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,code,llama-2,13,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,code,qwen2.5,11,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,code,claude,13,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,code,gemini,12,26,if !rain(t+1): start(hike)
case2_negation,medium|nested,medium,nested,json,gpt-4o,30,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,json,gpt-3.5,29,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,json,llama-2,33,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,json,qwen2.5,29,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,json,claude,29,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,json,gemini,30,93,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}]}"
case2_negation,medium|nested,medium,nested,natural,gpt-4o,11,31,"If not rain at t+1, start hike."
case2_negation,medium|nested,medium,nested,natural,gpt-3.5,11,31,"If not rain at t+1, start hike."
case2_negation,medium|nested,medium,nested,natural,llama-2,12,31,"If not rain at t+1, start hike."
case2_negation,medium|nested,medium,nested,natural,qwen2.5,11,31,"If not rain at t+1, start hike."
case2_negation,medium|nested,medium,nested,natural,claude,11,31,"If not rain at t+1, start hike."
case2_negation,medium|nested,medium,nested,natural,gemini,11,31,"If not rain at t+1, start hike."
case2_negation,medium|flat,medium,flat,code,gpt-4o,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,code,gpt-3.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,code,llama-2,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,code,qwen2.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,code,claude,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,code,gemini,34,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,gpt-4o,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,gpt-3.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,llama-2,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,qwen2.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,claude,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,json,gemini,34,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,gpt-4o,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,gpt-3.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,llama-2,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,qwen2.5,32,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,claude,35,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|flat,medium,flat,natural,gemini,34,82,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1""}"
case2_negation,medium|compact,medium,compact,code,gpt-4o,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,code,gpt-3.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,code,llama-2,47,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,code,qwen2.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,code,claude,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,code,gemini,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,gpt-4o,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,gpt-3.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,llama-2,47,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,qwen2.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,claude,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,json,gemini,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,gpt-4o,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,gpt-3.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,llama-2,47,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,qwen2.5,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,claude,41,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,medium|compact,medium,compact,natural,gemini,43,97,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}]}"
case2_negation,full|nested,full,nested,code,gpt-4o,19,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,code,gpt-3.5,19,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,code,llama-2,22,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,code,qwen2.5,19,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,code,claude,22,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,code,gemini,20,52,if !rain(t+1): start(hike) else: start(cards@indoor)
case2_negation,full|nested,full,nested,json,gpt-4o,49,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,json,gpt-3.5,47,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,json,llama-2,54,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,json,qwen2.5,47,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,json,claude,47,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,json,gemini,47,167,"{""intent"":""!START"",""act"":""hike"",""constraints"":[{""type"":""!rain"",""value"":""true"",""time"":""t+1""}],""alternatives"":[{""action"":""!START"",""target"":""cards"",""location"":""indoor""}]}"
case2_negation,full|nested,full,nested,natural,gpt-4o,15,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|nested,full,nested,natural,gpt-3.5,15,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|nested,full,nested,natural,llama-2,18,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|nested,full,nested,natural,qwen2.5,15,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|nested,full,nested,natural,claude,17,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|nested,full,nested,natural,gemini,15,61,"If not rain at t+1, start hike otherwise start cards indoors."
case2_negation,full|flat,full,flat,code,gpt-4o,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,code,gpt-3.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,code,llama-2,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,code,qwen2.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,code,claude,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,code,gemini,56,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,gpt-4o,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,gpt-3.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,llama-2,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,qwen2.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,claude,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,json,gemini,56,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,gpt-4o,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,gpt-3.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,llama-2,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,qwen2.5,52,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,claude,58,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|flat,full,flat,natural,gemini,56,147,"{""intent"":""!START"",""act"":""hike"",""c0_type"":""!rain"",""c0_val"":""true"",""c0_time"":""t+1"",""alt0_action"":""!START"",""alt0_target"":""cards"",""alt0_loc"":""indoor""}"
case2_negation,full|compact,full,compact,code,gpt-4o,61,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,code,gpt-3.5,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,code,llama-2,67,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,code,qwen2.5,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,code,claude,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,code,gemini,60,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,gpt-4o,61,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,gpt-3.5,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,llama-2,67,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,qwen2.5,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,claude,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,json,gemini,60,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,natural,gpt-4o,61,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
case2_negation,full|compact,full,compact,natural,gpt-3.5,58,143,"{""i"":""!START"",""e"":[{""d"":""act"",""v"":""hike"",""x"":""!START""}],""k"":[{""t"":""!rain"",""v"":""true"",""m"":""t+1""}],""a"":[{""x"":""!START"",""g"":""cards"",""l"":""indoor""}]}"
